Category	Size	ExpCount	Count	OddsRatio	Pvalue	PvalueAdj	Genes
CRX_DN.V1_DN	133	0.353655	2	5.80443	0.0491294	0.386772	RNASE4, SMPDL3A
MEL18_DN.V1_UP	138	0.36695	2	5.59042	0.0524603	0.386772	GPR3, ITGA5
KRAS.300_UP.V1_DN	139	0.369609	2	5.5495	0.0531359	0.386772	CRABP2, IFI44L
BMI1_DN.V1_DN	140	0.372268	2	5.50916	0.0538147	0.386772	IFI44L, SOD2
KRAS.LUNG.BREAST_UP.V1_DN	140	0.372268	2	5.50916	0.0538147	0.386772	CRABP2, IFI44L
KRAS.KIDNEY_UP.V1_UP	141	0.374927	2	5.46941	0.0544965	0.386772	CPEB3, NUDT11
CSR_LATE_UP.V1_DN	156	0.414813	2	4.93506	0.065081	0.386772	FTH1, SOD2
AKT_UP.V1_UP	167	0.444063	2	4.60496	0.0732422	0.386772	COMTD1, GOT1
SRC_UP.V1_UP	167	0.444063	2	4.60496	0.0732422	0.386772	CHCHD10, TMEM106C
PKCA_DN.V1_UP	167	0.444063	2	4.60496	0.0732422	0.386772	GSTM1, SHISA2
MYC_UP.V1_UP	170	0.45204	2	4.52243	0.0755227	0.386772	CHCHD10, ISOC2
ESC_J1_UP_EARLY.V1_DN	171	0.454699	2	4.49557	0.0762879	0.386772	NUDT11, RNASE4
ESC_V6.5_UP_LATE.V1_DN	176	0.467994	2	4.36592	0.0801507	0.386772	ACACB, HADHB
GCNP_SHH_UP_LATE.V1_DN	177	0.470653	2	4.34087	0.0809305	0.386772	FAHD1, GPR3
DCA_UP.V1_DN	177	0.470653	2	4.34087	0.0809305	0.386772	NUDT11, PPP1R13B
E2F3_UP.V1_UP	183	0.486607	2	4.19643	0.0856584	0.386772	TMEM106C, ZDHHC23
CYCLIN_D1_UP.V1_UP	184	0.489266	2	4.17328	0.0864544	0.386772	CA9, GOT1
RAF_UP.V1_DN	187	0.497244	2	4.10534	0.0888559	0.386772	SLC39A8, TCN1
ESC_V6.5_UP_LATE.V1_UP	187	0.497244	2	4.10534	0.0888559	0.386772	NUDT11, SLC39A8
TGFB_UP.V1_UP	187	0.497244	2	4.10534	0.0888559	0.386772	ITGA5, RNASE4
PIGF_UP.V1_UP	188	0.499903	2	4.08318	0.0896608	0.386772	ACADM, SUCLA2
EGFR_UP.V1_UP	189	0.502562	2	4.06125	0.0904679	0.386772	SOD2, WIPI1
ERB2_UP.V1_UP	189	0.502562	2	4.06125	0.0904679	0.386772	DNAJC4, WIPI1
VEGF_A_UP.V1_DN	190	0.505221	2	4.03956	0.0912772	0.386772	ACADM, BAZ1A
KRAS.DF.V1_UP	191	0.50788	2	4.0181	0.0920886	0.386772	IFI44L, STX4
BCAT_BILD_ET_AL_UP	44	0.116999	1	8.78593	0.110601	0.44484	WIPI1
BCAT_GDS748_DN	45	0.119658	1	8.58607	0.112968	0.44484	PDHA1
BCAT_BILD_ET_AL_DN	46	0.122317	1	8.39508	0.115329	0.44484	ISCU
KRAS.50_UP.V1_DN	46	0.122317	1	8.39508	0.115329	0.44484	IFI44L
TBK1.DF_UP	279	0.741877	2	2.73634	0.170082	0.630304	CKB, CRABP2
KRAS.600_UP.V1_DN	279	0.741877	2	2.73634	0.170082	0.630304	CRABP2, IFI44L
EIF4E_UP	92	0.244633	1	4.14727	0.217453	0.667801	ISOC2
CAHOY_OLIGODENDROCUTIC	93	0.247292	1	4.1021	0.219537	0.667801	CLYBL
EIF4E_DN	99	0.263247	1	3.85045	0.231932	0.667801	TRIM47
CAHOY_ASTROCYTIC	99	0.263247	1	3.85045	0.231932	0.667801	NCEH1
RB_DN.V1_DN	121	0.321746	1	3.14303	0.275732	0.667801	DNAJC4
CRX_NRL_DN.V1_DN	124	0.329723	1	3.06617	0.281509	0.667801	SMPDL3A
NRL_DN.V1_UP	132	0.350996	1	2.87843	0.296693	0.667801	SHISA2
KRAS.LUNG_UP.V1_UP	134	0.356314	1	2.83502	0.300439	0.667801	GPR3
KRAS.KIDNEY_UP.V1_DN	135	0.358973	1	2.8138	0.302305	0.667801	IFI44L
PTEN_DN.V2_DN	138	0.36695	1	2.752	0.307872	0.667801	GPR3
KRAS.LUNG_UP.V1_DN	138	0.36695	1	2.752	0.307872	0.667801	CRABP2
PTEN_DN.V2_UP	139	0.369609	1	2.732	0.309718	0.667801	IL32
PDGF_ERK_DN.V1_UP	139	0.369609	1	2.732	0.309718	0.667801	PPIC
ALK_DN.V1_DN	141	0.374927	1	2.69286	0.313395	0.667801	IFI44L
BMI1_DN_MEL18_DN.V1_UP	141	0.374927	1	2.69286	0.313395	0.667801	ITGA5
BMI1_DN.V1_UP	143	0.380245	1	2.65481	0.317053	0.667801	ITGA5
MEL18_DN.V1_DN	143	0.380245	1	2.65481	0.317053	0.667801	CRABP2
PDGF_UP.V1_UP	143	0.380245	1	2.65481	0.317053	0.667801	RNF14
CSR_EARLY_UP.V1_DN	144	0.382904	1	2.63619	0.318875	0.667801	CKB
RELA_DN.V1_UP	147	0.390881	1	2.58185	0.324311	0.667801	ETFDH
CSR_EARLY_UP.V1_UP	155	0.412154	1	2.44731	0.338597	0.667801	TRNP1
MYC_UP.V1_DN	162	0.430767	1	2.34055	0.350852	0.667801	RNASE4
GCNP_SHH_UP_EARLY.V1_DN	164	0.436085	1	2.31173	0.354312	0.667801	CRABP2
CSR_LATE_UP.V1_UP	164	0.436085	1	2.31173	0.354312	0.667801	TRNP1
MTOR_UP.V1_UP	164	0.436085	1	2.31173	0.354312	0.667801	COMTD1
SRC_UP.V1_DN	165	0.438744	1	2.29758	0.356035	0.667801	ACSL4
WNT_UP.V1_DN	166	0.441403	1	2.28361	0.357753	0.667801	DNAJC4
ESC_J1_UP_EARLY.V1_UP	167	0.444063	1	2.2698	0.359467	0.667801	TMEM106C
ESC_V6.5_UP_EARLY.V1_DN	168	0.446722	1	2.25616	0.361176	0.667801	ESRRA
ESC_V6.5_UP_EARLY.V1_UP	168	0.446722	1	2.25616	0.361176	0.667801	ARHGAP27
AKT_UP_MTOR_DN.V1_UP	174	0.462676	1	2.17763	0.371338	0.667801	SLC39A8
GCNP_SHH_UP_LATE.V1_UP	176	0.467994	1	2.15265	0.37469	0.667801	HIGD1A
RAPA_EARLY_UP.V1_UP	176	0.467994	1	2.15265	0.37469	0.667801	ITGA5
PTEN_DN.V1_DN	177	0.470653	1	2.14037	0.376359	0.667801	MRPL41
NOTCH_DN.V1_UP	178	0.473312	1	2.12823	0.378023	0.667801	CPEB3
IL15_UP.V1_DN	179	0.475971	1	2.11623	0.379684	0.667801	TCN1
ESC_J1_UP_LATE.V1_DN	180	0.47863	1	2.10436	0.38134	0.667801	ACACB
NOTCH_DN.V1_DN	181	0.481289	1	2.09262	0.382991	0.667801	OGDH
HOXA9_DN.V1_DN	181	0.481289	1	2.09262	0.382991	0.667801	TMEM106C
E2F1_UP.V1_DN	182	0.483948	1	2.08102	0.384638	0.667801	STX4
RPS14_DN.V1_DN	182	0.483948	1	2.08102	0.384638	0.667801	ISOC2
TGFB_UP.V1_DN	183	0.486607	1	2.06954	0.386281	0.667801	RBM47
ATF2_S_UP.V1_DN	184	0.489266	1	2.05818	0.387919	0.667801	SLC39A8
IL21_UP.V1_UP	184	0.489266	1	2.05818	0.387919	0.667801	NUDT11
ATF2_S_UP.V1_UP	185	0.491926	1	2.04695	0.389553	0.667801	IL32
PRC2_EDD_UP.V1_DN	186	0.494585	1	2.03584	0.391183	0.667801	RBM47
PRC2_EDD_UP.V1_UP	186	0.494585	1	2.03584	0.391183	0.667801	CA9
CYCLIN_D1_UP.V1_DN	187	0.497244	1	2.02485	0.392808	0.667801	RNASE4
PIGF_UP.V1_DN	187	0.497244	1	2.02485	0.392808	0.667801	OGDH
PRC2_EZH2_UP.V1_DN	187	0.497244	1	2.02485	0.392808	0.667801	SMPDL3A
CYCLIN_D1_KE_.V1_UP	188	0.499903	1	2.01398	0.39443	0.667801	GOT1
ATF2_UP.V1_UP	188	0.499903	1	2.01398	0.39443	0.667801	IL32
ESC_J1_UP_LATE.V1_UP	188	0.499903	1	2.01398	0.39443	0.667801	SLC39A8
RAF_UP.V1_UP	189	0.502562	1	2.00323	0.396046	0.667801	ACSL4
HOXA9_DN.V1_UP	189	0.502562	1	2.00323	0.396046	0.667801	RBM47
RAPA_EARLY_UP.V1_DN	190	0.505221	1	1.99258	0.397659	0.667801	ESRRA
VEGF_A_UP.V1_UP	190	0.505221	1	1.99258	0.397659	0.667801	IL32
P53_DN.V1_UP	190	0.505221	1	1.99258	0.397659	0.667801	RNASE4
LTE2_UP.V1_DN	190	0.505221	1	1.99258	0.397659	0.667801	IFI44L
RPS14_DN.V1_UP	190	0.505221	1	1.99258	0.397659	0.667801	RBM47
MEK_UP.V1_UP	191	0.50788	1	1.98205	0.399267	0.667801	PPP1R13B
LEF1_UP.V1_UP	191	0.50788	1	1.98205	0.399267	0.667801	CRABP2
CAMP_UP.V1_DN	199	0.529152	1	1.90164	0.411981	0.683021	NUDT11
STK33_SKM_UP	274	0.728582	1	1.37696	0.518917	0.846533	TP53INP2
STK33_UP	276	0.7339	1	1.36689	0.521488	0.846533	NCEH1
STK33_NOMO_UP	278	0.739218	1	1.35696	0.524044	0.846533	NCEH1
GLI1_UP.V1_DN	27	0.0717945	0	0	1	1	
GLI1_UP.V1_UP	25	0.0664764	0	0	1	1	
E2F1_UP.V1_UP	185	0.491926	0	0	1	1	
GCNP_SHH_UP_EARLY.V1_UP	168	0.446722	0	0	1	1	
HINATA_NFKB_IMMU_INF	17	0.045204	0	0	1	1	
HINATA_NFKB_MATRIX	10	0.0265906	0	0	1	1	
CYCLIN_D1_KE_.V1_DN	189	0.502562	0	0	1	1	
AKT_UP_MTOR_DN.V1_DN	178	0.473312	0	0	1	1	
AKT_UP.V1_DN	181	0.481289	0	0	1	1	
MTOR_UP.V1_DN	180	0.47863	0	0	1	1	
BCAT_GDS748_UP	46	0.122317	0	0	1	1	
BCAT.100_UP.V1_DN	40	0.106362	0	0	1	1	
BCAT.100_UP.V1_UP	48	0.127635	0	0	1	1	
WNT_UP.V1_UP	176	0.467994	0	0	1	1	
ATM_DN.V1_DN	146	0.388222	0	0	1	1	
ATM_DN.V1_UP	144	0.382904	0	0	1	1	
P53_DN.V2_DN	143	0.380245	0	0	1	1	
P53_DN.V2_UP	148	0.39354	0	0	1	1	
P53_DN.V1_DN	189	0.502562	0	0	1	1	
E2F3_UP.V1_DN	155	0.412154	0	0	1	1	
SNF5_DN.V1_DN	159	0.42279	0	0	1	1	
LTE2_UP.V1_UP	184	0.489266	0	0	1	1	
PRC1_BMI_UP.V1_DN	182	0.483948	0	0	1	1	
PRC1_BMI_UP.V1_UP	183	0.486607	0	0	1	1	
PRC2_EZH2_UP.V1_UP	189	0.502562	0	0	1	1	
PRC2_SUZ12_UP.V1_DN	179	0.475971	0	0	1	1	
PRC2_SUZ12_UP.V1_UP	183	0.486607	0	0	1	1	
JNK_DN.V1_DN	184	0.489266	0	0	1	1	
JNK_DN.V1_UP	185	0.491926	0	0	1	1	
BRCA1_DN.V1_DN	133	0.353655	0	0	1	1	
BRCA1_DN.V1_UP	138	0.36695	0	0	1	1	
CTIP_DN.V1_DN	134	0.356314	0	0	1	1	
CTIP_DN.V1_UP	130	0.345677	0	0	1	1	
PKCA_DN.V1_DN	162	0.430767	0	0	1	1	
MTOR_UP.N4.V1_DN	175	0.465335	0	0	1	1	
DCA_UP.V1_UP	185	0.491926	0	0	1	1	
ALK_DN.V1_UP	140	0.372268	0	0	1	1	
BMI1_DN_MEL18_DN.V1_DN	142	0.377586	0	0	1	1	
PTEN_DN.V1_UP	182	0.483948	0	0	1	1	
CRX_DN.V1_UP	132	0.350996	0	0	1	1	
CRX_NRL_DN.V1_UP	136	0.361632	0	0	1	1	
RB_DN.V1_UP	132	0.350996	0	0	1	1	
RB_P107_DN.V1_UP	137	0.364291	0	0	1	1	
RB_P130_DN.V1_DN	131	0.348336	0	0	1	1	
RB_P130_DN.V1_UP	126	0.335041	0	0	1	1	
CAHOY_ASTROGLIAL	96	0.255269	0	0	1	1	
CAHOY_NEURONAL	97	0.257929	0	0	1	1	
IL15_UP.V1_UP	183	0.486607	0	0	1	1	
IL2_UP.V1_DN	186	0.494585	0	0	1	1	
IL2_UP.V1_UP	185	0.491926	0	0	1	1	
IL21_UP.V1_DN	179	0.475971	0	0	1	1	
PDGF_ERK_DN.V1_DN	145	0.385563	0	0	1	1	
PDGF_UP.V1_DN	134	0.356314	0	0	1	1	
YAP1_DN	44	0.116999	0	0	1	1	
YAP1_UP	41	0.109021	0	0	1	1	
SINGH_KRAS_DEPENDENCY_SIGNATURE_	18	0.047863	0	0	1	1	
KRAS.AMP.LUNG_UP.V1_DN	135	0.358973	0	0	1	1	
KRAS.AMP.LUNG_UP.V1_UP	134	0.356314	0	0	1	1	
KRAS.DF.V1_DN	188	0.499903	0	0	1	1	
TBK1.DN.48HRS_UP	50	0.132953	0	0	1	1	
CORDENONSI_YAP_CONSERVED_SIGNATURE	57	0.151566	0	0	1	1	
JAK2_DN.V1_DN	142	0.377586	0	0	1	1	
JAK2_DN.V1_UP	183	0.486607	0	0	1	1	
KRAS.300_UP.V1_UP	139	0.369609	0	0	1	1	
KRAS.50_UP.V1_UP	47	0.124976	0	0	1	1	
KRAS.600_UP.V1_UP	275	0.731241	0	0	1	1	
KRAS.600.LUNG.BREAST_UP.V1_UP	278	0.739218	0	0	1	1	
KRAS.BREAST_UP.V1_DN	139	0.369609	0	0	1	1	
KRAS.BREAST_UP.V1_UP	138	0.36695	0	0	1	1	
KRAS.LUNG.BREAST_UP.V1_UP	140	0.372268	0	0	1	1	
KRAS.PROSTATE_UP.V1_DN	139	0.369609	0	0	1	1	
KRAS.PROSTATE_UP.V1_UP	132	0.350996	0	0	1	1	
